r (mm),theta (deg),z (mm),Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V)
0.0,0.0,0.0,115000.0,9.771619023723478,8.94845562912964,10.843531759018862,3.242685094241223,9.171698477562032,-0.026243773649848336,114942.52873563218,172.66298629775196,488.3646738842414,7.541542233215416,115107.91366906474,0.730274224478338,0.730274224478338,-0.660387678732484,1.621121483754657
0.0,0.0,0.0,115100.0,9.781349827677388,8.816624246180826,10.958884219099076,3.436240111342004,9.719154738060592,-0.1027999894676771,115207.3732718894,184.80226703577756,522.699744798582,5.671728167891404,114942.52873563218,0.9277971112507859,0.9277971112507859,-0.5454915338590309,1.7360176286281102
0.0,0.0,0.0,115200.0,9.777510238649004,8.907258321958135,11.008320987704883,3.5833992137310444,10.135383534911057,-0.10985078018682236,115340.25374855824,194.50326190648704,550.1383018279204,4.44883637963262,115273.77521613833,1.0586227859241943,1.0586227859241943,-0.4716297264403825,1.8919481109563678
0.0,0.0,0.0,115300.0,9.775203189447398,8.849582091918029,10.975363141967678,3.7384798856287755,10.574017913830463,-0.06777994836026352,115340.25374855824,203.54649226792654,575.7164198775441,4.963452616807736,115440.11544011543,1.1386807782985184,1.1386807782985184,-0.41418165400365586,1.9576030508840556
0.0,0.0,0.0,115400.0,9.768867043604423,8.849582091918029,10.950644757664776,3.771592304830572,10.66767397846679,0.2906909399792205,115340.25374855824,204.8251876404352,579.333116553435,1.2793345912240148,115340.25374855824,1.1624314528173592,1.1624314528173592,-0.41418165400365586,1.9658099183750164
0.0,0.0,0.0,115500.0,9.743011613623585,8.78366640044362,10.98360260340198,3.9701937376854457,11.229403658166976,0.30769971948654257,115340.25374855824,214.71544011089307,607.3069749114661,-0.4181059899529428,115340.25374855824,1.238098771084019,1.238098771084019,-0.4470091239674997,2.121740400703274
0.0,0.0,0.0,115600.0,9.762497939915708,8.750708554706417,11.05775775631069,4.116814377189412,11.644109451987626,-0.09157219002865888,115606.93641618497,224.8642161749415,636.0120484139956,1.5489551015363614,115606.93641618497,1.309326174038069,1.309326174038069,-0.4798365939313434,2.2612571480496104
0.0,0.0,0.0,115700.0,9.743118726622233,8.791905861877922,11.049518294876389,4.3609900386727665,12.33474251612999,0.31010567650918924,115606.93641618497,235.9654979489557,667.4112149030678,-0.32085896378765755,115740.74074074073,1.3422110920743493,1.3422110920743493,-0.5126640638951871,2.3433258229592195
0.0,0.0,0.0,115800.0,9.727620299664311,8.75894801614072,11.090715602047892,4.3406719661527,12.277274328691673,0.304074075917693,138888.88888888888,235.10557856717026,664.9789955985309,-0.10800066617264201,115740.74074074073,1.3634832926109202,1.3634832926109202,-0.4716297264403825,2.3433258229592195
0.0,0.0,0.0,115900.0,9.731690593612857,8.734229631837815,11.140152370653698,4.525541713693892,12.800164937182162,0.30414090805721106,115874.85515643106,247.8005353754472,700.8857557825427,-0.028283146869767732,115740.74074074073,1.4498277454833202,1.4498277454833202,-0.4798365939313434,2.5156700402693994
0.0,0.0,0.0,116000.0,9.7187299207767,8.725990170403513,11.098955063482194,4.7593877445458395,13.461581393858044,0.2904236114211487,139372.82229965157,260.21106199818905,735.9880259146905,-0.7916514338067391,116009.28074245939,1.5248056868807394,1.5248056868807394,-0.5536984013499919,2.6551867876157353
0.0,0.0,0.0,116100.0,9.695758302297868,8.734229631837815,11.1566312935223,4.988483014926932,14.10956067075499,0.30594537582419606,116279.06976744186,272.32457288680746,770.2502086879672,-0.21442981498014707,116144.01858304298,1.6140143365074848,1.6140143365074848,-0.5372846663680699,3.779527633877384
0.0,0.0,0.0,116200.0,9.689001943921744,8.750708554706417,11.1566312935223,5.013649302850871,14.180741682148229,0.35774028395061874,116144.01858304298,273.4460753484081,773.422296670828,-1.3634472528901989,116279.06976744186,1.6132264772283524,1.6132264772283524,-0.5619052688409528,2.8275310049259152
0.0,0.0,0.0,116300.0,9.686554823875756,8.717750708969213,11.164870754956603,5.257538212673292,14.870563690114743,0.355701903695321,116144.01858304298,285.083406926842,806.3376409669357,-1.3901588823948277,116279.06976744186,1.6737849524441533,1.6737849524441533,-0.529077798877109,2.950634017290329
0.0,0.0,0.0,116400.0,9.664662574844819,8.594158787454699,11.197828600693803,5.5288005444368515,15.637809427196695,0.3139652325663519,116414.43538998836,300.6144191315728,850.2659771615606,-0.44356551182454496,116414.43538998836,1.7885744080402242,1.7885744080402242,-0.5372846663680699,3.1229782346005086
0.0,0.0,0.0,116500.0,9.656019379800236,8.668313940363406,11.222546984996708,5.798534367210073,16.400731887989956,-0.0976204986550346,139534.88372093023,316.81299224114724,896.0824607268652,5.3804044586065425,116448.32605531295,1.9115296967898008,1.9115296967898008,-0.5126640638951871,3.3199430543835713
0.0,0.0,0.0,116600.0,9.65095211101814,8.618877171757601,11.181349677825203,5.823477738467812,16.47128239583796,-0.1012628502587639,116550.11655011655,318.22225630460787,900.0684614298873,6.42299274770909,116618.07580174928,1.9235855851340224,1.9235855851340224,-0.529077798877109,3.4676666692208684
0.0,0.0,0.0,116700.0,9.626480910558266,8.651835017494806,11.197828600693803,6.068622453106863,17.164656356211214,0.33759039388595213,116686.11435239206,332.2176530133598,939.6534211025047,5.786504700919104,116686.11435239206,1.9750344374348565,1.9750344374348565,-0.6111464737867185,3.410218596784142
0.0,0.0,0.0,116800.0,9.603435136926528,8.676553401797708,11.197828600693803,6.3656037246444015,18.004646240169603,-0.11797088513825517,116822.42990654206,348.64957188813923,986.1299061595598,4.865370852220415,116788.32116788322,2.0900126509832195,2.0900126509832195,-0.5126640638951871,3.664631489003931
0.0,0.0,0.0,116900.0,9.583166061798147,8.651835017494806,11.131912909219396,6.637416249873806,18.77344815937421,0.3361869189560753,116959.06432748538,363.15131042921587,1027.1470168051183,0.45336092263556205,116959.06432748538,2.1700131952851063,2.1700131952851063,-0.6111464737867185,3.8287688388231493
0.0,0.0,0.0,117000.0,9.587953188891476,8.668313940363406,11.206068062128105,6.63501761480451,18.766663794881847,0.3564704732997774,116959.06432748538,363.4076738974399,1027.872122192437,-0.17561447835623767,116959.06432748538,2.153484564158311,2.153484564158311,-0.5454915338590309,3.7959413688593058
0.0,0.0,0.0,117100.0,9.55712112420432,8.660074478929106,11.090715602047892,6.8792450168837815,19.457443203529152,-0.10393613583948232,140350.87719298244,376.4700654521242,1064.8181447797617,-1.0303866225043603,116959.06432748538,2.1835627335126833,2.1835627335126833,-0.6439739437505622,5.1829019748317045
0.0,0.0,0.0,117200.0,9.547728138169218,8.618877171757601,10.958884219099076,7.118532500166203,20.1342504118574,0.3322605307593947,117370.89201877934,388.7608161900662,1099.581637550451,-0.5332998921916514,117233.29425556859,2.307232019733973,2.307232019733973,-0.520870931386148,4.173457273443509
0.0,0.0,0.0,117300.0,9.544292282751114,8.552961480283194,10.967123680533376,7.127079284124994,20.158424367435792,-0.08420394664680331,140515.22248243558,389.9022234966039,1102.8100249366457,4.611193002715434,117302.05278592375,2.347880634416703,2.347880634416703,-0.5865258713138356,4.157043538461587
0.0,0.0,0.0,117400.0,9.511120211016618,8.610637710323301,10.934165834796175,7.2690468143627625,20.559969180793523,-0.08577450192547553,140679.9531066823,397.5107951664294,1124.3303154281557,5.014789029761942,117474.30249632892,2.353346408165683,2.353346408165683,-0.5783190038228747,4.189871008425431
0.0,0.0,0.0,117500.0,9.504190823950372,8.585919326020399,10.802334451847358,7.334100353984817,20.743968376821293,0.3062461204520269,117508.81316098708,401.84733565290776,1136.595904167671,-0.617608472815642,117508.81316098708,2.375660880873606,2.375660880873606,-0.5536984013499919,4.288353418316962
0.0,0.0,0.0,117600.0,9.496626998353683,8.618877171757601,10.835292297584562,7.36111010589674,20.82036349176164,-0.052726008933841884,117785.63015312131,403.36218013639115,1140.8805313945277,5.955121862167077,117647.05882352941,2.4030225770884694,2.4030225770884694,-0.5783190038228747,4.304767153298884
0.0,0.0,0.0,117700.0,9.494946148221086,8.552961480283194,10.802334451847358,7.387297812221061,20.89443351066424,-0.07200708118477474,117647.05882352941,404.91418872012343,1145.270274570595,4.948844694422391,117820.32400589102,2.4284474525754667,2.4284474525754667,-0.5372846663680699,4.255525948353118
0.0,0.0,0.0,117800.0,9.51112021101662,8.635356094626204,10.81057391328166,7.323170188087924,20.713053199120544,-0.08903256872697625,117924.52830188679,401.1732577163967,1134.6893238478503,4.17879850010926,117820.32400589102,2.414659915190652,2.414659915190652,-0.5701121363319137,4.255525948353118
0.0,0.0,0.0,117900.0,9.515091631427953,8.561200941717495,10.958884219099076,7.3225216307603604,20.71121880198331,-0.05135595007372353,117924.52830188679,400.78472133205435,1133.5903769994256,3.8636847457968435,117994.10029498526,2.406412013362236,2.406412013362236,-0.5372846663680699,4.271939683335041
0.0,0.0,0.0,118000.0,9.529156392096306,8.618877171757601,11.016560449139183,7.187223748868072,20.328538602918456,0.2791289798426127,118063.75442739078,394.198496081205,1114.961718850235,1.0802494775723281,118063.75442739078,2.351926620089747,2.351926620089747,-0.49625032891326526,4.165250405952548
