#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B48834
#Date Time: 2025-11-19 14:03:06.702.602.740
#Sample rate: 1e+08Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 790 uV Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 2: Range: 10 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 3: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 4: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V),Channel 3 (V),Channel 4 (V)
-0.0001567846153846154,1.19805774369524,-0.01380007245627893,0.5887736405324739,0.2588338216263715
-0.0001567746153846154,1.194761959121519,-0.01580612020146428,0.590110283331546,0.2600164363347246
-0.0001567646153846154,1.198057743695162,-0.01567238368511908,0.5918479189703454,0.2613304526773405
-0.0001567546153846154,1.155212544236875,-0.01593985671780997,0.5949221974082057,0.2619874608486465
-0.0001567446153846154,1.194761959121519,-0.0155386471687729,0.5969271616068139,0.2634328788255226
-0.0001567346153846154,1.194761959121519,-0.01326512639089617,0.5978628115661644,0.2664551164135361
-0.0001567246153846154,1.188170389974078,-0.01446875503800738,0.6012044185638447,0.2667179196820591
-0.0001567146153846154,1.178283036252936,-0.01460249155435283,0.6026747256428213,0.2693459523672835
-0.0001567046153846154,1.188170389974036,-0.01527117413608322,0.6034767113222669,0.2700029605385999
-0.0001566946153846154,1.165099897958036,-0.01620732975050135,0.6032093827624528,0.2723681899553018
-0.0001566846153846154,1.161804113384315,-0.01727722188126687,0.6050806826811539,0.2734194030293935
-0.0001566746153846154,1.178283036252918,-0.01540491065242721,0.6066846540400403,0.2746020177377467
-0.0001566646153846154,1.181578820826632,-0.01553864716877266,0.6094916039180868,0.2752590259090528
-0.0001566546153846154,1.181578820826608,-0.01553864716877558,0.6102935895975394,0.2748648210062749
-0.0001566446153846154,1.165099897958036,-0.01700974884857549,0.6126995466358649,0.2777556569600217
-0.0001566346153846154,1.188170389974078,-0.01540491065242721,0.614570846554566,0.2781498618628061
-0.0001566246153846154,1.188170389974078,-0.01500370110339014,0.6148381751143803,0.2807778945480353
-0.0001566146153846154,1.191466174547793,-0.01593985671780827,0.6157738250737291,0.281829107622125
-0.0001566046153846154,1.19805774369518,-0.01580612020146404,0.6157738250737342,0.2815663043536057
-0.0001565946153846154,1.165099897958036,-0.01567238368511859,0.6176451249924318,0.2824861157934342
-0.0001565846153846154,1.168395682531756,-0.0168760123322298,0.6188481035115967,0.283274525599003
-0.0001565746153846154,1.178283036252918,-0.01794590446299532,0.621521389109741,0.2847199435758791
-0.0001565646153846154,1.168395682531756,-0.01634106626684704,0.6232590247485347,0.2862967631870166
-0.0001565546153846154,1.18817038997403,-0.0166085392995372,0.6247293318275111,0.287216574626847
-0.0001565446153846154,1.161804113384315,-0.01593985671780997,0.6231253604686275,0.2873479762611083
-0.0001565346153846154,1.171691467105477,-0.0155386471687729,0.6253976532270501,0.2890561975065072
-0.0001565246153846154,1.178283036252918,-0.01607359323415566,0.6244620032676996,0.2890561975065072
-0.0001565146153846154,1.178283036252918,-0.01674227581588411,0.6266006317462151,0.2907644187519062
-0.0001565046153846154,1.171691467105489,-0.01660853929953866,0.6283382673850056,0.2902388122148613
-0.0001564946153846154,1.174987251679197,-0.01580612020146428,0.6286055959448232,0.2918156318259979
-0.0001564846153846154,1.181578820826638,-0.01647480278319273,0.6311452172630603,0.2911586236546906
-0.0001564746153846154,1.135437836794552,-0.01580612020146428,0.6315462101027819,0.2926040416315667
-0.0001564646153846154,1.184874605400358,-0.01593985671780997,0.6314125458228746,0.2933924514371354
-0.0001564546153846154,1.155212544236929,-0.01567238368511908,0.6322145315023165,0.2940494596084415
-0.0001564446153846154,1.171691467105495,-0.01660853929953964,0.6323481957822249,0.2940494596084418
-0.0001564346153846154,1.181578820826638,-0.01727722188126687,0.632214531502318,0.2935238530713969
-0.0001564246153846154,1.158508328810595,-0.01714348536492118,0.6326155243420396,0.2941808612427042
-0.0001564146153846154,1.168395682531756,-0.01660853929953842,0.6350214813803694,0.2951006726825344
-0.0001564046153846154,1.171691467105471,-0.01607359323415663,0.636358124179439,0.2954948775853181
-0.0001563946153846154,1.168395682531738,-0.01674227581588289,0.6358234670598131,0.2953634759510586
-0.0001563846153846154,1.158508328810595,-0.01607359323415566,0.6360907956196271,0.2960204841223646
-0.0001563746153846154,1.178283036252918,-0.01527117413608152,0.6360907956196271,0.2957576808538417
-0.0001563646153846154,1.161804113384315,-0.01674227581588411,0.6367591170191632,0.2965460906594105
-0.0001563546153846154,1.142029405942029,-0.01781216794664768,0.6362244598995354,0.2970716971964554
-0.0001563446153846154,1.168395682531744,-0.01660853929953939,0.6379620955383291,0.2970716971964565
-0.0001563346153846154,1.161804113384315,-0.01714348536492118,0.6384967526579569,0.2972030988307178
-0.0001563246153846154,1.138733621368273,-0.0168760123322298,0.6383630883780497,0.2974659020992407
-0.0001563146153846154,1.188170389974078,-0.01486996458704445,0.6388977454976785,0.296414689025149
-0.0001563046153846154,1.165099897958036,-0.01660853929953842,0.6387640812177714,0.2973345004649792
-0.0001562946153846154,1.155212544236893,-0.01593985671781119,0.6387640812177714,0.2970716971964568
