Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V),RX Force (mN)
115000.0,9.838276266726975,9.014371320604047,10.64578468459564,3.6163093464127996,10.22846744686713,0.18690898132526082,115008.62564692351,194.03575104156567,548.8159814164632,4.068613028402671,114942.52873563218,0.9427418169518258,0.9427418169518258,-0.6111464737867185,1.8180863035377195,39.975750000000005
115100.0,9.83289177867966,8.94845562912964,10.777616067544455,3.808353218129962,10.771649542773229,0.45407881306576514,125457.39675901725,204.57537070037057,578.6265275439351,-0.5858884127788924,115062.76150627615,1.0284420307261852,1.0284420307261852,-0.6029396062957575,1.9904305208478992,41.6925
115200.0,9.8156548253591,8.816624246180826,10.761137144675853,4.020732136224665,11.372347835436537,0.14639199674249465,115207.3732718894,215.95702796918613,610.8187156876177,4.650217023944862,115207.3732718894,1.1024761823621438,1.1024761823621438,-0.5947327388047965,2.0889129307394305,43.654500000000006
115300.0,9.806583178319936,8.907258321958135,10.711700376070048,4.223489092140745,11.945831109280544,0.4344552260998027,136339.8007341374,227.41317091885594,643.2215811514336,-2.869732735424651,115364.44677503932,1.1381309181766237,1.1381309181766237,-0.676801413714406,2.2612571480496104,45.37125
115400.0,9.807621350460657,8.849582091918029,10.728179298938649,4.22144684865641,11.940054772414117,0.13617503341368578,126947.48990190422,227.64588197686524,643.8797874201356,4.12036681056789,115406.80900173109,1.1598873238951612,1.1598873238951612,-0.676801413714406,2.2448434130676884,45.37125
115500.0,9.798854563494558,8.989652936301146,10.777616067544455,4.46781725815042,12.6368955213618,0.4686148034109225,115485.56430446194,241.01089773342153,681.6817605086395,-1.5915395267070644,115424.97376705142,1.2361373297536793,1.2361373297536793,-0.6685945462234449,2.425394497868829,47.33325000000001
115600.0,9.784773323903341,8.923737244826738,10.736418760372949,4.73340034397677,13.388077925186844,0.14769522346309502,115606.93641618497,256.74680004343264,726.1896134346313,3.9980776317420057,115606.93641618497,1.3166056655025513,1.3166056655025513,-0.6685945462234449,2.564911245215165,49.54050000000001
115700.0,9.772352335791131,8.701271786100612,10.794094990413058,5.027536391959539,14.220020301666954,0.4760248168799769,115667.7181913775,273.18599570533485,772.6866803537654,-1.642875939661274,115728.56391372962,1.418120512931993,1.418120512931993,-0.6932151486963278,2.7700829324891885,52.4835
115800.0,9.764409494968463,8.742469093272117,10.794094990413058,5.0347901893028055,14.240537138830062,0.15613278107723805,115740.74074074073,272.9436137522682,772.0011206631627,4.14686975546701,115807.75911986103,1.4472056513199583,1.4472056513199583,-0.6932151486963278,2.802910402453032,52.4835
115900.0,9.747621592296076,8.717750708969213,10.802334451847358,5.359511317185357,15.158987184911245,0.0732108039703232,115850.44760400211,291.31559509104505,823.96493101709,-2.234496796267701,115874.85515643106,1.5193276028305231,1.5193276028305231,-0.676801413714406,2.950634017290329,55.67175
116000.0,9.736951489738658,8.841342630483727,10.876489604756067,5.737906586773735,16.22925062929066,0.4727166259738375,116033.7552742616,312.2265689836389,883.1100967797619,-2.3029453468733125,116094.98680738786,1.6489263508140326,1.6489263508140326,-0.676801413714406,3.2624949819468445,59.350500000000004
116100.0,9.699915110591474,8.544722018848892,10.827052836150262,6.158071669337167,17.417656945684296,0.5168425460905739,116094.98680738786,336.02872697122376,950.432766059341,5.724734057689647,116156.28299894404,1.8108232258082189,1.8108232258082189,-0.7096288836782496,3.516907874166634,63.51975000000001
116200.0,9.707952705220636,8.594158787454699,10.851771220453163,6.159027229468016,17.420359677877716,0.10948394769369858,116144.01858304298,335.8681062874778,949.9784621606387,5.724316688478645,116144.01858304298,1.8147912462400986,1.8147912462400986,-0.6685945462234449,3.5087010066756728,63.765
116300.0,9.671258263722976,8.717750708969213,10.835292297584562,6.617827761062734,18.718043546288186,0.0722584459821922,116346.71320535195,361.7116002759572,1023.0749015558689,5.960965031121211,116279.06976744186,1.9556580232886978,1.9556580232886978,-0.6685945462234449,3.8533894412960326,68.42475
116400.0,9.647322628256331,8.544722018848892,10.876489604756067,7.147105292352792,20.215066472307686,0.5416790399389374,116402.1164021164,390.7263348583245,1105.140963865948,6.568863286957024,116402.1164021164,2.1001112014308463,2.1001112014308463,-0.7260426186601716,6.586276315786025,74.0655
116500.0,9.597304977619407,8.701271786100612,10.860010681887465,7.728919059546927,21.860684312990344,0.5388303199919844,116587.17541070483,423.4273313968241,1197.6333494816715,-2.6867163363968474,116525.42372881356,2.314043719751471,2.314043719751471,-0.7096288836782496,4.559180045518673,80.44200000000002
116600.0,9.60680095692244,8.585919326020399,10.860010681887465,7.72113882506088,21.838678486733123,0.07758830910874996,116525.42372881356,422.72535683721065,1195.647865596379,5.315920915505528,116550.11655011655,2.2959311631989205,2.2959311631989205,-0.808111293569781,4.493525105590986,80.19675000000001
116700.0,9.552564702031152,8.742469093272117,10.81057391328166,8.350537452121378,23.618886635789046,0.04645288611081808,116772.8237791932,458.35023937138794,1296.410249671943,6.955347176352118,116686.11435239206,2.5064209006070866,2.5064209006070866,-0.7424563536420935,5.002350890030564,87.7995
