r (mm),theta (deg),z (mm),Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V),RX Force (mN)
10.0,0.0,162.5,118000.0,9.413931643668322,8.569440403151795,10.431558687303815,9.227859110815396,26.100327012366527,-0.5574590346083921,118089.10359634996,521.4190355380997,1474.795743474959,-1.1284683870916725,118025.75107296137,2.0362002208449885,2.0362002208449885,-0.6439739437505622,4.066767996061017,34.8255
0.0,0.0,162.5,118000.0,9.420844551811701,8.701271786100612,10.464516533041019,9.241967664630712,26.14023202866871,-0.9009010455737736,118025.75107296137,522.3614422174758,1477.4612720894481,6.496658413452326,118063.75442739078,1.97873573467328,1.97873573467328,-0.652180811241523,3.9929061886423685,34.33500000000001
-10.0,0.0,162.5,118000.0,9.432519868664105,8.676553401797708,10.431558687303815,9.20875284509691,26.046286332155752,-0.5653786431412708,118025.75107296137,519.714393115668,1469.9742866093602,-1.55397629771619,118089.10359634996,1.9158300953550642,1.9158300953550642,-0.6439739437505622,4.633041852937322,32.8635
-20.0,0.0,162.5,118000.0,9.422657233327245,8.734229631837815,10.439798148738115,9.177004750095872,25.956489159095796,-0.5403667149266724,118152.52416756176,519.4365560082084,1469.1884445983603,-0.30604235679681185,118025.75107296137,1.9542751661164708,1.9542751661164708,-0.7096288836782496,3.861596308786993,31.392000000000003
-30.0,0.0,162.5,118000.0,9.411698749619626,8.602398248889,10.456277071606717,9.231900663694457,26.11175825015576,-0.5442596870535938,128755.36480686694,520.8452739594704,1473.1729006628268,7.01127465062744,118089.10359634996,1.9219565219370665,1.9219565219370665,-0.6029396062957575,4.0913885985339,31.8825
-40.0,0.0,162.5,118000.0,9.420885749118872,8.577679864586097,10.472755994475321,9.220698765103842,26.080074496333406,-0.5645683034496154,118025.75107296137,521.3631553135931,1474.6376903322275,-1.1516323783027165,118089.10359634996,1.8931463136100484,1.8931463136100484,-0.660387678732484,5.814830771635697,31.392000000000003
-50.0,0.0,162.5,118000.0,9.40767789243969,8.536482557414592,10.373882457263708,9.208324678176801,26.045075293224997,-0.9280516022529468,118089.10359634996,520.1577070045684,1471.2281676375026,6.034004643047934,118063.75442739078,1.9318827281673838,1.9318827281673838,-0.6439739437505622,3.861596308786993,29.675250000000002
-60.0,0.0,162.5,118000.0,9.419975288630381,8.552961480283194,10.365642995829408,9.152557370831902,25.887341528456627,-0.9310924646010141,118089.10359634996,517.7590893564638,1464.443852419709,6.479546275800927,117994.10029498526,1.9093507734709505,1.9093507734709505,-0.676801413714406,3.8287688388231493,28.694250000000004
-70.0,0.0,162.5,118000.0,9.427283690922605,8.487045788808786,10.456277071606717,9.132898789347115,25.83173866335102,-0.5448945923790145,118025.75107296137,515.5974640740818,1458.3298528374823,7.063654486609161,118025.75107296137,1.9077709514789407,1.9077709514789407,-0.652180811241523,3.8944237787508373,28.449000000000005
-80.0,0.0,162.5,118000.0,9.411838820464009,8.503524711677388,10.39860084156661,9.127582488180668,25.816701892928524,-0.5296401565340392,118089.10359634996,515.0140470398825,1456.679700272914,-2.138293193129939,118089.10359634996,1.9255347161631258,1.9255347161631258,-0.660387678732484,3.927251248714681,27.9585
-90.0,0.0,162.5,118000.0,9.41353202978876,8.552961480283194,10.39860084156661,9.154128393997023,25.89178505299046,-0.9038583677474437,118025.75107296137,517.756229721654,1464.4357641510458,6.462016768938507,118063.75442739078,1.9637335808998033,1.9637335808998033,-0.6275602087686404,3.927251248714681,29.184749999999998
