Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V),RX Force (mN)
115000.0,6.997412957447929,6.278870124416126,7.803170489761806,2.5879903798076422,7.31994218883013,0.29500161297812927,161012.07590569294,138.55507392038933,391.8929293476427,7.884828409270999,114942.52873563218,0.029223086231727202,0.029223086231727202,-0.21721683422059337,0.3408501551647505,483.3877500000001
115100.0,6.996358306384338,6.229433355810321,7.869086181236213,2.706433894984435,7.654951039906458,0.0854912096067492,146520.14652014652,146.0678928511268,413.1423901946472,1.8006287357752795,115074.79861910241,0.02456979236435235,0.02456979236435235,-0.2254237017115543,0.2998158177099458,484.61400000000003
115200.0,6.993754636571099,6.212954432941719,7.92676241127632,2.868599437861703,8.113624460079714,0.3362955211827918,125654.45026178012,154.48406979956513,436.9469333622738,0.7142166795167086,115243.58302776323,0.01990829162948653,0.01990829162948653,-0.24183743669347618,0.26698834774610203,484.36875000000003
115300.0,6.992642309277468,6.212954432941719,7.893804565539116,3.0443980800337123,8.610858108092575,0.2914762176185567,173010.38062283737,163.51181261036223,462.4812460035647,8.724575261822766,115364.44677503932,0.03227604093836466,0.03227604093836466,-0.2828717741482809,0.275195215237063,484.61400000000003
115400.0,6.977333389932537,6.138799280033011,7.860846719801913,3.0487001698652803,8.623026255665277,0.14552317892876113,138328.53025936597,163.81005871266308,463.32481336916226,3.9014566593932316,115340.25374855824,0.03450830889590604,0.03450830889590604,-0.21721683422059337,0.25878148025514114,484.36875000000003
115500.0,6.96681983714237,6.179996587204515,7.92676241127632,3.225017765765445,9.12172772647934,0.3678737071050302,115473.44110854504,174.47966651494662,493.5030214875446,6.67028400523241,115485.56430446194,0.03452882606463345,0.03452882606463345,-0.19259623174771057,0.3408501551647505,484.61400000000003
115600.0,6.961686652668799,6.105841434295805,7.951480795579223,3.424360313102599,9.685553594483748,0.36259396808311095,147213.45951629864,186.18458860235899,526.6095406126225,2.5727617761434587,115546.21848739496,0.023626002602891837,0.023626002602891837,-0.20080309923867146,0.275195215237063,484.36875000000003
115700.0,6.949908342548466,6.105841434295805,7.959720257013524,3.660748833461662,10.354161297445938,0.11402853318092025,115740.74074074073,198.7377024466781,562.1151083099217,7.554271994151221,115740.74074074073,0.028447537253831392,0.028447537253831392,-0.23363056920251524,0.3080226852009067,484.61400000000003
115800.0,6.962251055777049,6.105841434295805,7.992678102750728,3.6778464944237133,10.402520785480718,0.13495534686748295,127241.17987275882,198.5589479254998,561.60951417355,7.725602055270754,115673.7998843262,0.020199635425415648,0.020199635425415648,-0.19259623174771057,0.25057461276418014,484.61400000000003
115900.0,6.928053171093983,6.089362511427204,8.025635948487931,3.957636920344963,11.193887615400671,0.22899652118669928,127314.81481481482,212.21458766672848,600.2334960234032,10.563504005532053,115850.44760400211,0.022263662599392327,0.022263662599392327,-0.21721683422059337,0.26698834774610203,484.8592500000001
116000.0,6.915331442639422,6.081123049992904,8.050354332790835,4.252911220131446,12.029049454157196,0.3199968331578481,116094.98680738786,229.62369155296548,649.4738776727602,-3.3839316033887554,116094.98680738786,0.029797566956094465,0.029797566956094465,-0.19259623174771057,0.26698834774610203,485.10450000000003
