#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B48834
#Date Time: 2025-12-02 16:30:41.859.928.770
#Sample rate: 1e+08Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 790 uV Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 3: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 4: Range: 1 V/div Offset: 0 V Attenuation: 10 X Coupling: DC Bandwidth: Full Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V),Channel 3 (V),Channel 4 (V)
-0.00015946,1.02667694586178,0.1266232697066954,-0.4266663316353216,1.241471465083751
-0.00015945,1.016789592140618,0.1286293174518808,-0.4133105168830072,1.233587367028064
-0.00015944,1.020085376714351,0.1296992095826487,-0.4400221463876299,1.22176121994452
-0.00015943,1.02667694586178,0.1310365747461032,-0.4366831926995574,1.215191138231459
-0.00015942,1.010198022993178,0.133711305073017,-0.4166494705710858,1.200736958462699
-0.00015941,1.02667694586178,0.1359848258508937,-0.4266663316353216,1.192852860407011
-0.0001594,1.013493807566898,0.1370547179816592,-0.423327377947243,1.188910811379167
-0.00015939,1.016789592140612,0.1387932926941501,-0.436683192699533,1.179712696980882
-0.00015938,1.016789592140642,0.1401306578576104,-0.419988424259134,1.166572533554712
-0.00015937,1.0299727304355,0.1402643943739558,-0.4032936558187714,1.162630484526875
-0.00015936,1.03656429958294,0.1420029690864498,-0.3932767947545356,1.154746386471188
-0.00015935,1.0299727304355,0.1440090168316351,-0.3932767947545356,1.140292206702427
-0.00015934,1.026676945861786,0.1465500106421986,-0.3966157484426082,1.124524010591081
-0.00015933,1.023381161288041,0.1473524297402818,-0.389937841066451,1.11532589619274
-0.00015932,1.013493807566898,0.1497596870344998,-0.3865988873783784,1.110069830822292
-0.00015931,1.006902238419457,0.1508295791652653,-0.3699041189379855,1.100871716423989
-0.0001593,1.010198022993178,0.1512307887143024,-0.3632262115618283,1.092987618368302
-0.00015929,1.029972730435464,0.1525681538777568,-0.3765820263141183,1.078533438599567
-0.00015928,1.020085376714315,0.1545742016229449,-0.3799209800021909,1.066707291515988
-0.00015927,1.006902238419457,0.1547079381392903,-0.3632262115618283,1.054881144432478
-0.00015926,1.000310669272016,0.1568477224008213,-0.3799209800022212,1.054881144432478
-0.00015925,1.016789592140618,0.1576501414988955,-0.373243072626064,1.041740981006333
-0.00015924,1.016789592140618,0.1600573987931179,-0.3598872578737496,1.029914833922801
-0.00015923,1.023381161288083,0.1609935544075407,-0.336514582057242,1.025972784894938
-0.00015922,1.03656429958294,0.162598392603686,-0.3598872578737496,1.015460654154041
-0.00015921,1.020085376714339,0.1646044403488714,-0.3532093504975924,0.9983784417000507
-0.0001592,1.02667694586178,0.1648719133815628,-0.3365145820571995,0.987866310959134
-0.00015919,1.020085376714339,0.1670116976430938,-0.3331756283691209,0.9839242619312902
-0.00015918,1.010198022993195,0.1684827993228937,-0.3198198136168308,0.9734121311903925
-0.00015917,1.020085376714339,0.1696864279700076,-0.3431924894333567,0.9602719677642274
-0.00015916,1.000310669272016,0.1708900566171188,-0.3465314431214353,0.9563299187363836
-0.00015915,1.010198022993178,0.1727623678459584,-0.3198198136168065,0.9431897553102376
-0.00015914,1.02667694586178,0.1743672060421067,-0.3264977209929637,0.9247935265136333
-0.00015913,1.013493807566922,0.1759720442382521,-0.3331756283691087,0.9142813957727356
-0.00015912,1.023381161288047,0.1759720442382572,-0.3331756283691027,0.9090253304022342
-0.00015911,1.016789592140618,0.1771756728853662,-0.3231587673048851,0.8958851669761122
-0.0001591,1.02667694586178,0.1790479841142059,-0.2997860914883349,0.8801169708647369
-0.00015909,1.03326851500922,0.1787805110815145,-0.3098029525525707,0.8748609054942785
-0.00015908,1.013493807566934,0.181321504892078,-0.3031250451764257,0.8630347584107687
-0.00015907,0.9937191001246296,0.1822576605065051,-0.3164808599287219,0.8525226276698209
-0.00015906,1.023381161288059,0.183728762186305,-0.3131419062406493,0.847266562299372
-0.00015905,1.006902238419457,0.1847986543170705,-0.2830913230479419,0.8249282844749238
-0.00015904,1.016789592140618,0.1850661273497619,-0.2964471378002563,0.8236142681323093
-0.00015903,1.016789592140618,0.1866709655459073,-0.2997860914883289,0.8025900066505138
-0.00015902,1.003606453845773,0.1872059116112968,-0.2997860914882742,0.7920778759095589
-0.00015901,1.023381161288059,0.189345695872824,-0.266396554607549,0.7920778759095589
-0.000159,1.023381161288059,0.1897469054218611,-0.2764134156717847,0.7749956634555691
-0.00015899,0.9904233155508553,0.1912180071016636,-0.2563796935433132,0.7631695163720378
-0.00015898,1.000310669272016,0.1925553722651206,-0.2697355082956275,0.7526573856311209
-0.00015897,1.020085376714303,0.1930903183305023,-0.2897692304240627,0.74608730391806
-0.00015896,1.03656429958294,0.1946951565266516,-0.266396554607549,0.732947140491902
-0.00015895,1.02667694586178,0.1958987851737628,-0.266396554607549,0.713236895352683
-0.00015894,1.023381161288059,0.1968349407881826,-0.2931081841121777,0.7092948463248392
-0.00015893,1.003606453845737,0.1977710964026025,-0.2563796935433132,0.7027247646117663
-0.00015892,1.006902238419451,0.1979048329189479,-0.236345971414878,0.694840666556093
