r (mm),theta (deg),z (mm),Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V)
0.0,0.0,200.0,115000.0,9.733173696671031,8.86606101478663,10.818813374715962,3.480429926812179,9.844142410773966,-0.02012863288395451,138248.84792626728,184.54313253955095,521.9668017604972,8.616267951565714,114942.52873563218,0.5616805456115275,0.5616805456115275,-0.652180811241523,1.350294856552946
0.0,0.0,200.0,115100.0,9.730289885169025,8.800145323312222,10.827052836150262,3.6223611188931666,10.245584444303391,0.3293700407252427,115074.79861910241,196.40153961433717,555.5074419871047,-1.305850301770839,115074.79861910241,0.757808264910512,0.757808264910512,-0.5126640638951871,1.4405703989535161
0.0,0.0,200.0,115200.0,9.72160549281727,8.701271786100612,10.884729066190369,3.8241452824617372,10.816316245884959,-0.022735086325155095,115340.25374855824,207.39399404606183,586.5987982693312,5.685501351854728,115107.91366906474,0.8433402379013069,0.8433402379013069,-0.5536984013499919,1.5472596763360085
0.0,0.0,200.0,115300.0,9.702003814065069,8.618877171757601,10.975363141967678,4.041852110861017,11.432084144571945,-0.03210829389254971,138408.3044982699,219.43041696433704,620.6429433362974,5.545265296955429,115440.11544011543,0.9442600874376536,0.9442600874376536,-0.39776791902173403,1.629328351245618
0.0,0.0,200.0,115400.0,9.705233682947314,8.618877171757601,10.827052836150262,4.017398533666729,11.362918983538545,-0.05155644649227736,115340.25374855824,219.74239097929112,621.5253391024096,2.876189192547601,115440.11544011543,0.9426269208069523,0.9426269208069523,-0.3567335815669293,1.6457420862275398
0.0,0.0,200.0,115500.0,9.699449581020435,8.594158787454699,11.049518294876389,4.236603654029987,11.98292469185724,0.3761859544575771,115473.44110854504,231.22498486370213,654.0030191075224,3.254325697722499,115606.93641618497,1.0027093977082775,1.0027093977082775,-0.405974786512695,1.8262931710286807
0.0,0.0,200.0,115600.0,9.68362981506658,8.635356094626204,11.06599721774499,4.475161625833892,12.657668530131842,-0.09753695848063734,115340.25374855824,244.46124164916168,691.440806829622,4.851597668257106,115606.93641618497,1.0795585048936354,1.0795585048936354,-0.39776791902173403,2.006844255829821
0.0,0.0,200.0,115700.0,9.675176127634986,8.660074478929106,11.06599721774499,4.755323464896928,13.450085875056509,0.33089047189927634,115740.74074074073,259.3610185829588,733.5837400618415,-0.28830416532889286,115740.74074074073,1.136834233113052,1.136834233113052,-0.4470091239674997,2.006844255829821
0.0,0.0,200.0,115800.0,9.685936864268182,8.684792863232008,11.033039372007785,4.738664302985459,13.40296664963057,-0.09511429342311115,115740.74074074073,258.3981125513689,730.8602305235108,4.687988937541244,115774.24023154848,1.1625709695647055,1.1625709695647055,-0.4388022564765387,2.015051123320782
0.0,0.0,200.0,115900.0,9.662643906793413,8.660074478929106,11.123673447785096,5.027712467447447,14.220518318352957,-0.08361916542602117,115606.93641618497,274.4535686096841,776.2719179390201,5.4793209616158745,115942.02898550725,1.2176964985014902,1.2176964985014902,-0.5536984013499919,2.179188473140001
