Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V),RX Force (mN)
110000.0,9.851302855254602,9.442823315187699,10.3079667657893,0.8789845213952481,2.4861436625463678,-0.2549182930280048,375586.8544600939,45.633991349525594,129.0724189434312,1.3216975661415087,296866.41011544806,0.3542806938137081,0.3542806938137081,-0.2910786416392418,0.8086416021495241,1.22625
110100.0,9.857807910056986,9.467541699490601,10.258529997183494,0.890432264111466,2.5185227685620344,-0.2612255761950127,264462.80991735536,46.17973112939952,130.61600413987964,1.8475827720138875,241596.6386554622,0.34801885391810483,0.34801885391810483,-0.24183743669347618,0.8414690721133677,1.22625
110200.0,9.845580549288483,9.442823315187699,10.242051074314894,0.9104292029252056,2.575082652714705,-0.26673922770524483,308200.33021463954,46.87830289503361,132.59186347038093,2.5840307448407245,220241.21657052962,0.3642971755864258,0.3642971755864258,-0.26645803916635896,0.7922278671676021,1.22625
110300.0,9.844633011223538,9.36866816227899,10.258529997183494,0.8998551112071597,2.54517460487983,-0.26142607261356665,293501.0482180294,47.00177486403866,132.94109493666062,1.1013266227283216,252365.93059936908,0.35922533147701197,0.35922533147701197,-0.26645803916635896,0.8578828070952897,1.22625
110400.0,9.850264683113883,9.401626008016194,10.275008920052095,0.9196812460223354,2.6012513823699477,-0.25865253882357103,363636.36363636365,47.420949228513926,134.1266990791407,2.2561872295925065,180722.89156626505,0.36583596324098105,0.36583596324098105,-0.2828717741482809,0.8414690721133677,1.22625
110500.0,9.85612294019367,9.401626008016194,10.299727304354999,0.9404856748988324,2.660095193319085,-0.2663800049553357,387434.55497382197,47.87588329042563,135.41344691982272,1.4792544432977173,241469.8162729659,0.3813182187626789,0.3813182187626789,-0.3156992441121247,0.8414690721133677,0.9810000000000001
110600.0,9.855414346510319,9.37690762371329,10.283248381486398,0.9384414873996165,2.6543133579482356,-0.2687191298384645,326315.7894736842,48.40052471118374,136.89735694506035,1.6756266570778404,241327.30015082957,0.40101059730723965,0.40101059730723965,-0.2746649066573199,0.8989171445500943,1.22625
110700.0,9.851138066025916,9.37690762371329,10.275008920052095,0.9544428903853714,2.6995721601871394,-0.27313005104665017,353006.0672917816,49.21410856629259,139.19851958910579,1.1845917803247812,277008.3102493075,0.39558996132945995,0.39558996132945995,-0.3239061116030856,0.8742965420772115,1.4715
110800.0,9.844550616609194,9.36866816227899,10.283248381486398,0.955098514133218,2.7014265441791765,-0.2663131728158178,273540.2419779064,49.05768365198218,138.75608311848416,1.8448698721423236,221852.4681087077,0.40087108055989334,0.40087108055989334,-0.2500443041844371,0.8742965420772115,1.22625
110900.0,9.834131817625519,9.37690762371329,10.283248381486398,0.9713430784276033,2.7473731104590993,-0.25085824055228845,294892.04844655085,49.922741018461835,141.2028348382967,1.2413539930221178,253164.55696202532,0.4074324711189166,0.4074324711189166,-0.3239061116030856,0.8989171445500943,1.22625
111000.0,9.84773516845355,9.434583853753399,10.365642995829408,0.9870072306878016,2.7916780235979983,-0.2674493191876232,274551.21436114045,50.39314704316557,142.53334399821279,1.2257026476092494,232558.13953488372,0.4114004915507962,0.4114004915507962,-0.2828717741482809,0.8742965420772115,1.4715
111100.0,9.851447045829703,9.385147085147592,10.266769458617794,0.9866153087020887,2.7905695008228237,-0.2609081235323024,275277.9248279513,50.98840097653545,144.216976369468,1.4085103620315522,179419.52506596307,0.41677598975737556,0.41677598975737556,-0.37314731654885125,0.9071240120410553,1.9620000000000002
111200.0,9.844402306303376,9.37690762371329,10.283248381486398,1.0058991181183021,2.8451123504440776,-0.2627710694213657,265251.98938992043,52.12757729606644,147.439053571498,1.0107575039391892,233050.84745762713,0.43626319661466234,0.43626319661466234,-0.3239061116030856,0.9071240120410553,1.9620000000000002
111300.0,9.848711544633515,9.426344392319097,10.365642995829408,1.013691767303945,2.867153290774381,-0.22400007448350628,317460.31746031746,53.11424709680701,150.22977719908056,1.0794147391503053,256410.2564102564,0.4458406109766138,0.4458406109766138,-0.3239061116030856,0.9153308795320163,1.9620000000000002
111400.0,9.848381966176145,9.278034086501679,10.291487842920699,1.0143013606325733,2.868877481080138,-0.2653608148276868,311284.046692607,52.54306366050649,148.6142264746424,2.2440835224732214,264690.31233456853,0.4367104708929197,0.4367104708929197,-0.33211297909404647,0.9153308795320163,2.943
111500.0,9.845160336755331,9.385147085147592,10.332685150092203,1.0337289394796587,2.9238269720593797,-0.24981398837232024,278706.80044593086,53.067567045974194,150.09774607712046,1.4035019314994335,201005.02512562813,0.44457675338300584,0.44457675338300584,-0.3485267140759684,0.9317446145139381,2.943
111600.0,9.845996642090913,9.343949777976087,10.365642995829408,1.0641843418546943,3.00996785823199,-0.25165187220906426,286624.20382165606,54.4920774268722,154.12686987793492,0.6514026132597298,212992.54526091585,0.4653524384363735,0.4653524384363735,-0.3156992441121247,0.9809858194597038,2.943
111700.0,9.856864491722757,9.360428700844688,10.365642995829408,1.0706811094344215,3.028343491877662,-0.2303741897900322,275862.0689655172,54.946326759357845,155.41168101133516,1.0443557254254814,203045.6852791878,0.4780936002160903,0.4780936002160903,-0.38135418403981214,0.9973995544416256,3.4335000000000004
111800.0,9.843578360159947,9.37690762371329,10.299727304354999,1.075440682540569,3.0418055975533016,-0.2888356038333719,211699.1643454039,55.379030564928,156.63555219199068,1.587353068949262,223236.93556570268,0.47744525768430435,0.47744525768430435,-0.3567335815669293,1.0384338918964304,3.4335000000000004
111900.0,9.854648076596929,9.360428700844688,10.299727304354999,1.0736705040340822,3.036798776649912,-0.2762293915167958,255863.539445629,55.91453137278251,158.1501772022499,1.935647675536961,234505.86264656615,0.4849873689084975,0.4849873689084975,-0.3485267140759684,1.0220201569145084,3.67875
112000.0,9.847743407914987,9.343949777976087,10.266769458617794,1.0979649239976086,3.1055137730547253,-0.2848674455494928,246775.09814918676,56.37757866888454,159.45987273458525,1.565023816160237,234167.1101649814,0.5222465473174601,0.5222465473174601,-0.2910786416392418,1.063054494369313,3.4335000000000004
112100.0,9.842882125668748,9.37690762371329,10.332685150092203,1.111936502447872,3.14503136451897,-0.24303052621124682,341697.8109983983,57.636305462418754,163.02008974006222,1.326705996673626,183392.76617422313,0.5122998239184156,0.5122998239184156,-0.3074923766211637,1.1122956993150788,3.4335000000000004
112200.0,9.849448976431885,9.327470855107485,10.349164072960805,1.135139592931092,3.210659615019649,-0.27504312104035195,245857.83003741316,58.83388141908876,166.40734605985153,2.337156856528412,234541.57782515994,0.5411592734503796,0.5411592734503796,-0.37314731654885125,1.0712613618602742,3.9240000000000004
112300.0,9.849720878659216,9.36866816227899,10.357403534395107,1.153220776378273,3.261800924729168,-0.2709496524948766,288924.5585874799,59.085491007072484,167.11900544335091,2.192121055702499,214504.59652706844,0.5298502100478354,0.5298502100478354,-0.3156992441121247,1.0712613618602742,4.169250000000001
112400.0,9.854565681982585,9.360428700844688,10.316206227223601,1.1442055590626639,3.2363020395382174,-0.22691562656997752,235042.73504273503,59.71528491163304,168.90033160600981,0.7761960073516675,142930.06636038795,0.5378683195865043,0.5378683195865043,-0.3403198465850074,1.1040888318241178,4.169250000000001
