Time (s),RX Force (mN)
0.009498834609985352,91.23300000000002
15.03531002998352,91.7235
30.057715892791748,91.47825
45.08238220214844,91.7235
60.100401878356934,91.47825
75.12731385231018,91.7235
90.15529918670654,91.47825
105.17999696731567,91.47825
120.20586609840393,91.23300000000002
135.23494601249695,91.47825
150.25894403457642,91.23300000000002
165.27976989746094,91.23300000000002
180.2973690032959,90.98775
195.3194351196289,90.98775
210.34046697616577,91.23300000000002
225.37422895431519,90.98775
240.4355230331421,91.23300000000002
255.49015402793884,90.98775
270.510370016098,90.98775
285.5423460006714,90.49725000000001
300.57850193977356,90.7425
315.59317994117737,90.49725000000001
330.61399602890015,90.7425
345.640074968338,90.49725000000001
360.666296005249,90.49725000000001
375.6891529560089,90.49725000000001
390.71715211868286,90.49725000000001
405.75556683540344,90.7425
420.7805278301239,90.49725000000001
435.79999899864197,90.252
450.82231998443604,90.49725000000001
465.8460621833801,90.49725000000001
480.863303899765,89.51625
495.88712978363037,89.76150000000001
510.9083378314972,89.51625
525.9316370487213,90.00675000000001
540.9560101032257,90.00675000000001
555.9793081283569,90.00675000000001
571.0052800178528,90.00675000000001
586.0350840091705,90.00675000000001
601.0632350444794,90.00675000000001
616.0846710205078,90.00675000000001
631.1095340251923,90.00675000000001
646.1341388225555,90.00675000000001
661.1613209247589,90.00675000000001
676.180496931076,89.76150000000001
691.2016839981079,89.76150000000001
706.2330241203308,89.76150000000001
721.2774300575256,89.76150000000001
736.3208470344543,89.76150000000001
751.3403031826019,89.76150000000001
766.3667650222778,90.00675000000001
781.3872110843658,89.51625
796.4090800285339,89.51625
811.4351658821106,89.76150000000001
826.4632120132446,89.51625
841.4869339466095,89.51625
856.5124049186707,89.51625
871.539675951004,89.51625
886.5615448951721,89.76150000000001
901.5841798782349,89.51625
916.6124029159546,89.76150000000001
931.6338920593262,89.271
946.654718875885,89.51625
961.6717019081116,89.271
976.6968770027161,89.271
991.7256090641022,89.271
1006.7517309188843,89.02575
1021.7773098945618,89.271
1036.7988450527191,89.271
1051.8125581741333,89.271
1066.8302080631256,89.51625
1081.8526120185852,89.271
1096.8785390853882,89.271
1111.9033977985382,89.02575
1126.9217138290405,89.02575
1141.9490308761597,89.02575
1156.9788179397583,89.271
1172.0101099014282,89.02575
1187.0363030433655,89.51625
1202.0575947761536,89.271
1217.0888121128082,88.78049999999999
1232.1180250644684,89.271
1247.1545119285583,89.271
1262.1796307563782,89.02575
1277.205137014389,88.78049999999999
1292.2276120185852,89.02575
1307.2467839717865,89.02575
1322.2765929698944,89.02575
1337.3010470867157,88.78049999999999
1352.3284769058228,89.02575
1367.352754831314,89.271
1382.3857028484344,89.02575
1397.416146993637,88.78049999999999
1412.4432880878448,89.02575
1427.4667749404907,88.78049999999999
1442.4891729354858,88.78049999999999
1457.5158348083496,88.78049999999999
1472.5409829616547,88.78049999999999
1487.5673620700836,89.02575
1502.5941469669342,88.78049999999999
1517.6186649799347,88.78049999999999
1532.6458768844604,89.02575
1547.6678969860077,88.53525
1562.6945929527283,89.02575
1577.7194340229034,88.78049999999999
1592.7411048412323,89.02575
1607.7641580104828,88.78049999999999
1622.7968699932098,88.53525
1637.818354845047,88.78049999999999
1652.84756398201,88.53525
1667.877380847931,88.53525
1682.8948040008545,88.78049999999999
1697.9187920093536,88.78049999999999
1712.9436569213867,88.78049999999999
1727.962542772293,88.78049999999999
1742.9873530864716,88.53525
1758.005471944809,88.78049999999999
1773.0263769626617,88.53525
1788.046835899353,88.53525
