Time (s),RX Force (mN)
0.00998997688293457,46.107000000000006
15.034562110900879,46.35225
30.057465076446533,46.35225
45.08207106590271,46.35225
60.10991907119751,45.86175
75.13011312484741,45.126
90.15087485313416,44.6355
105.17329120635986,43.89975
120.19428205490112,43.89975
135.22395610809326,43.163999999999994
150.25164699554443,42.6735
165.26900005340576,42.91875
180.29197907447815,42.183
195.32271003723145,42.183
210.35226392745972,41.93775000000001
225.37698698043823,41.93775000000001
240.39755511283875,41.6925
255.42325091362,41.93775000000001
270.4525582790375,41.6925
285.47978615760803,40.95675
300.49983501434326,40.95675
315.5180768966675,40.71150000000001
330.54259300231934,40.71150000000001
345.56482219696045,40.46625
360.60080313682556,40.71150000000001
375.6392059326172,40.71150000000001
390.7017741203308,40.46625
405.74904704093933,40.46625
420.78477001190186,38.749500000000005
435.8067650794983,38.749500000000005
450.8368511199951,38.50425
465.8630270957947,38.50425
480.89710903167725,38.50425
495.92262601852417,38.01375
510.94319009780884,38.259
525.9707579612732,38.259
541.0107820034027,38.01375
556.0462872982025,38.01375
571.0701820850372,38.01375
586.0912919044495,37.7685
601.1125321388245,37.7685
616.1422710418701,38.01375
631.1674780845642,38.01375
646.1885161399841,38.01375
661.209979057312,37.52325
676.2525839805603,37.52325
691.299042224884,37.278
706.3217310905457,37.52325
721.3499500751495,37.278
736.3788480758667,37.7685
751.4058971405029,37.278
766.4262962341309,37.278
781.4487550258636,37.03275
796.4662070274353,37.278
811.488055229187,36.7875
826.5044841766357,37.03275
841.5309598445892,37.03275
856.554211139679,37.03275
871.575884103775,36.542249999999996
886.6025421619415,36.7875
901.6269891262054,36.7875
916.6550788879395,36.542249999999996
931.6801970005035,36.7875
946.7041490077972,36.7875
961.7252380847931,36.7875
976.7471420764923,36.7875
991.7724680900574,36.7875
1006.7996890544891,37.03275
1021.8241801261902,36.542249999999996
1036.8505899906158,36.542249999999996
1051.8800041675568,36.297
1066.9062132835388,36.297
1081.9311981201172,36.297
1096.9579021930695,36.297
