Driving Frequency (Hz),Power Supply Average (V),Power Supply Min (V),Power Supply Max (V),TX Current RMS (A),TX Current Peak-to-Peak (A),TX Current Average (A),TX Current Frequency (Hz),TX Voltage RMS (V),TX Voltage Peak-to-Peak (V),TX Voltage Average (V),TX Voltage Frequency (Hz),RX Voltage Average (V),RX Voltage RMS (V),RX Coil Min (V),RX Coil Max (V)
115000.0,9.71033390957515,8.75894801614072,10.678742530332844,3.2366098226038096,9.15451501447257,0.28537778488754234,137931.0344827586,177.28677056166552,501.44271071526913,-0.3241979174757362,114942.52873563218,0.7220099089149403,0.7220099089149403,-0.13514815931098398,1.2928467841162194
115100.0,9.70139409391893,8.816624246180826,10.843531759018862,3.4367182794834186,9.72050720180196,-0.04219994695976243,138089.7583429229,187.36994751665776,529.9622419183848,4.566534497137391,115107.91366906474,0.9204847923163397,0.9204847923163397,-0.520870931386148,1.7688450985919537
115200.0,9.699746201632072,8.824863707615126,10.769376606110155,3.6202097427259927,10.239499433596626,-0.09302578906317471,137931.0344827586,196.60076529707166,556.0709373120969,4.8319813153396405,114942.52873563218,1.0360046591191059,1.0360046591191059,-0.4798365939313434,2.3351189554682588
115300.0,9.68332495499351,8.808384784746524,10.81057391328166,3.805031456729096,10.762254182725085,0.2796970530285154,115340.25374855824,207.49248102496284,586.8773615118891,-1.6844041761567514,115340.25374855824,1.134971274192604,1.134971274192604,-0.4798365939313434,1.9740167858659774
115400.0,9.716068574733422,8.841342630483727,10.925926373361873,3.801437083729094,10.752087760635424,-0.07073727053393342,115074.79861910241,208.08639026295336,588.5571905102588,3.80567042546648,115440.11544011543,1.1581967091920233,1.1581967091920233,-0.5044571964042263,1.9822236533569382
115500.0,9.69367371855499,8.75894801614072,10.98360260340198,3.9661819831114418,11.218056702712039,-0.057938915816243164,115606.93641618497,217.32892836275656,614.6990359732423,4.641243585908151,115440.11544011543,1.1972531915815063,1.1972531915815063,-0.46342285894942153,2.146361003176157
115600.0,9.688046166395365,8.742469093272117,10.884729066190369,4.166806298229085,11.785507957474408,0.3353181011423415,138568.12933025404,229.20134972533162,648.2793145915657,3.6979891690259463,115606.93641618497,1.2766218070865898,1.2766218070865898,-0.46342285894942153,2.285877750522493
115700.0,9.680515298644412,8.750708554706417,10.950644757664776,4.394313628455317,12.42899586136487,-0.08007706203156892,115740.74074074073,241.22728041933323,682.2937831667977,5.364127059377168,115606.93641618497,1.3500322367932354,1.3500322367932354,-0.5126640638951871,2.3515326904501803
115800.0,9.66869167148619,8.750708554706417,10.950644757664776,4.387224229966769,12.408944014381728,-0.10498874203689039,138728.32369942198,240.24677811358467,679.5205038493423,3.8206957170628337,115606.93641618497,1.3684730680454245,1.3684730680454245,-0.4798365939313434,2.3597395579411415
115900.0,9.660781788509263,8.750708554706417,11.000081526270582,4.585474301022665,12.969679892839084,0.3160704449611677,115740.74074074073,252.2155171925688,713.3732101093507,-1.5934176881566091,115874.85515643106,1.4355231754465754,1.4355231754465754,-0.5454915338590309,2.5156700402693994
